miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-16-2	hg38:chr3:160404754-160404776:+	993	194.576165	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404777:+	32	6.270330	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404778:+	1	0.195948	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404779:+	4	0.783791	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404757-160404776:+	2	0.391896	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404776:+	1	0.195948	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404796-160404816:+	11	2.155426	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404817:+	5	0.979739	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404818:+	7	1.371635	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404797-160404816:+	1	0.195948	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404797-160404818:+	1	0.195948	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404797-160404819:+	1	0.195948	N	mature,MIMAT0004518
hsa-mir-17	hg38:chr13:91350617-91350638:+	5	0.979739	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350639:+	13	2.547321	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350640:+	7	1.371635	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350641:+	1	0.195948	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350638:+	15	2.939217	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350639:+	60	11.756868	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350640:+	79	15.479876	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350641:+	911	178.508445	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350642:+	10	1.959478	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350619-91350640:+	2	0.391896	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350619-91350641:+	26	5.094643	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350654-91350677:+	9	1.763530	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350677:+	986	193.204530	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350678:+	17	3.331113	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350677:+	78	15.283928	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350678:+	4	0.783791	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350657-91350677:+	1	0.195948	N	mature,MIMAT0000071
hsa-mir-181a-1	hg38:chr1:198859069-198859087:-	1	0.195948	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859089:-	2	0.391896	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859090:-	25	4.898695	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859091:-	4057	794.960223	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859092:-	20	3.918956	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859097:-	1	0.195948	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859090:-	3	0.587843	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859091:-	1342	262.961947	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859092:-	50	9.797390	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859091:-	321	62.899244	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859092:-	7	1.371635	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859093:-	5	0.979739	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859097:-	1	0.195948	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859072-198859091:-	319	62.507348	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859072-198859092:-	13	2.547321	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859072-198859093:-	5	0.979739	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859077-198859100:-	1	0.195948	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859104-198859127:-	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859105-198859131:-	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859106-198859125:-	2	0.391896	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859106-198859131:-	53	10.385233	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859128:-	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859130:-	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859131:-	289	56.628914	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859127:-	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859129:-	3	0.587843	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859130:-	96	18.810989	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859131:-	11404	2234.588706	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859127:-	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859128:-	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859129:-	3	0.587843	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859130:-	74	14.500137	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859131:-	12985	2544.382177	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859110-198859130:-	9	1.763530	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859110-198859131:-	2515	492.808716	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859110-198859132:-	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859111-198859130:-	3	0.587843	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859111-198859131:-	457	89.548144	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859112-198859131:-	129	25.277266	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859113-198859131:-	58	11.364972	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692461-124692480:+	1	0.195948	N	precursor
hsa-mir-181a-2	hg38:chr9:124692479-124692502:+	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692479-124692503:+	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692498:+	45	8.817651	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692499:+	138	27.040796	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692500:+	433	84.845397	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692501:+	2560	501.626367	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692502:+	13085	2563.976957	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692503:+	11319	2217.933143	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692504:+	269	52.709958	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692505:+	68	13.324450	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692499:+	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692501:+	18	3.527060	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692502:+	85	16.655563	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692503:+	95	18.615041	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692504:+	5	0.979739	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692502:+	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692503:+	2	0.391896	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692483-124692503:+	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692484-124692502:+	2	0.391896	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692484-124692503:+	1	0.195948	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692517-124692537:+	31	6.074382	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692538:+	30	5.878434	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692539:+	55	10.777129	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692540:+	9	1.763530	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692536:+	1	0.195948	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692537:+	143	28.020535	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692538:+	306	59.960027	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692539:+	1277	250.225340	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692540:+	2461	482.227535	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692541:+	17	3.331113	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692539:+	6	1.175687	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692540:+	9	1.763530	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692541:+	1	0.195948	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692520-124692540:+	1	0.195948	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692521-124692539:+	1	0.195948	N	mature,MIMAT0004558
hsa-mir-181b-1	hg38:chr1:198858886-198858908:-	8	1.567582	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858887-198858908:-	49	9.601442	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858888-198858908:-	109	21.358310	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858889-198858908:-	104	20.378571	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858889-198858912:-	1	0.195948	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858890-198858912:-	1	0.195948	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858891-198858913:-	2	0.391896	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858891-198858916:-	1	0.195948	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858897-198858917:-	1	0.195948	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858920-198858948:-	3	0.587843	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858922-198858946:-	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858947:-	20	3.918956	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858948:-	508	99.541482	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858944:-	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858945:-	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858946:-	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858947:-	32	6.270330	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858948:-	1830	358.584473	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858949:-	10	1.959478	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858945:-	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858947:-	24	4.702747	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858948:-	1615	316.455696	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858949:-	11	2.155426	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858947:-	26	5.094643	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858948:-	1566	306.854254	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858949:-	23	4.506799	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858947:-	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858948:-	168	32.919230	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858949:-	10	1.959478	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858929-198858948:-	20	3.918956	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858929-198858949:-	2	0.391896	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858930-198858948:-	15	2.939217	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693723-124693746:+	2	0.391896	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693744:+	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693745:+	4	0.783791	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693746:+	31	6.074382	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693747:+	8	1.567582	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693748:+	10	1.959478	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693750:+	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693743:+	24	4.702747	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693744:+	21	4.114904	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693745:+	153	29.980013	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693746:+	1542	302.151507	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693747:+	1575	308.617784	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693748:+	1890	370.341341	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693749:+	527	103.264490	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693750:+	87	17.047459	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693752:+	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693743:+	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693744:+	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693746:+	20	3.918956	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693747:+	28	5.486538	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693748:+	34	6.662225	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693749:+	14	2.743269	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693750:+	4	0.783791	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693729-124693749:+	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693729-124693750:+	1	0.195948	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693762-124693782:+	2	0.391896	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693762-124693783:+	2	0.391896	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693762-124693784:+	2	0.391896	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693763-124693782:+	5	0.979739	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693763-124693783:+	2	0.391896	N	mature,MIMAT0031893
hsa-mir-181b-2	hg38:chr9:124693763-124693784:+	3	0.587843	N	mature,MIMAT0031893
hsa-mir-181c	hg38:chr19:13874725-13874742:+	8	1.567582	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874743:+	3	0.587843	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874744:+	6	1.175687	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874745:+	19	3.723008	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874746:+	209	40.953090	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874747:+	925	181.251715	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874748:+	211	41.344986	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874749:+	89	17.439354	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874750:+	3	0.587843	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874726-13874747:+	5	0.979739	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874726-13874748:+	3	0.587843	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874726-13874749:+	2	0.391896	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874727-13874748:+	1	0.195948	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874762-13874783:+	1	0.195948	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874762-13874784:+	1	0.195948	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874763-13874783:+	1	0.195948	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874763-13874784:+	4	0.783791	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874763-13874785:+	11	2.155426	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874763-13874786:+	4	0.783791	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874782:+	1	0.195948	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874783:+	5	0.979739	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874784:+	41	8.033860	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874785:+	432	84.649449	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874786:+	2065	404.632206	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874765-13874786:+	4	0.783791	N	mature,MIMAT0004559
hsa-mir-181d	hg38:chr19:13874910-13874928:+	1	0.195948	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874930:+	3	0.587843	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874931:+	65	12.736607	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874932:+	162	31.743544	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874933:+	252	49.378845	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874934:+	99	19.398832	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874935:+	4	0.783791	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874911-13874932:+	2	0.391896	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874911-13874933:+	2	0.391896	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874911-13874934:+	1	0.195948	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874918-13874941:+	1	0.195948	N	mature,MIMAT0002821
hsa-mir-182	hg38:chr7:129770445-129770471:-	18	3.527060	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770470:-	1	0.195948	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770471:-	34	6.662225	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770466:-	2	0.391896	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770468:-	1	0.195948	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770470:-	2	0.391896	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770471:-	756	148.136536	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770471:-	90	17.635302	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770466:-	1	0.195948	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770470:-	2	0.391896	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770471:-	3035	594.701572	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770470:-	1	0.195948	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770471:-	135	26.452953	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770451-129770471:-	703	137.751303	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770452-129770471:-	32	6.270330	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770453-129770471:-	6	1.175687	N	mature,MIMAT0000259
hsa-mir-183	hg38:chr7:129774965-129774988:-	26	5.094643	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774989:-	9	1.763530	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774988:-	99	19.398832	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774989:-	82	16.067720	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774988:-	111	21.750206	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774989:-	242	47.419367	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774988:-	6	1.175687	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774989:-	21	4.114904	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774988:-	13	2.547321	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774989:-	268	52.514010	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774991:-	1	0.195948	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774970-129774988:-	1	0.195948	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774970-129774989:-	25	4.898695	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774971-129774989:-	3	0.587843	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774971-129774991:-	1	0.195948	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774972-129774989:-	1	0.195948	N	mature,MIMAT0000261
hsa-mir-184	hg38:chr15:79209840-79209860:+	3	0.587843	N	mature,MIMAT0000454
hsa-mir-184	hg38:chr15:79209840-79209861:+	12	2.351374	N	mature,MIMAT0000454
hsa-mir-184	hg38:chr15:79209840-79209862:+	217	42.520672	N	mature,MIMAT0000454
hsa-mir-184	hg38:chr15:79209840-79209863:+	4	0.783791	N	mature,MIMAT0000454
hsa-mir-185	hg38:chr22:20033153-20033171:+	1	0.195948	N	mature,MIMAT0000455
hsa-mir-185	hg38:chr22:20033153-20033173:+	9	1.763530	N	mature,MIMAT0000455
hsa-mir-185	hg38:chr22:20033153-20033174:+	86	16.851511	N	mature,MIMAT0000455
hsa-mir-185	hg38:chr22:20033153-20033175:+	1284	251.596975	N	mature,MIMAT0000455
hsa-mir-185	hg38:chr22:20033153-20033176:+	59	11.560920	N	mature,MIMAT0000455
hsa-mir-185	hg38:chr22:20033187-20033207:+	1	0.195948	N	mature,MIMAT0004611
hsa-mir-185	hg38:chr22:20033187-20033208:+	4	0.783791	N	mature,MIMAT0004611
hsa-mir-185	hg38:chr22:20033187-20033209:+	4	0.783791	N	mature,MIMAT0004611
hsa-mir-185	hg38:chr22:20033188-20033208:+	45	8.817651	N	mature,MIMAT0004611
hsa-mir-185	hg38:chr22:20033188-20033209:+	14	2.743269	N	mature,MIMAT0004611
hsa-mir-186	hg38:chr1:71067679-71067703:-	72	14.108242	N	mature,MIMAT0000456
hsa-mir-186	hg38:chr1:71067680-71067702:-	8	1.567582	N	mature,MIMAT0000456
hsa-mir-186	hg38:chr1:71067680-71067703:-	599	117.372732	N	mature,MIMAT0000456
hsa-mir-186	hg38:chr1:71067681-71067702:-	6	1.175687	N	mature,MIMAT0000456
hsa-mir-186	hg38:chr1:71067681-71067703:-	582	114.041619	N	mature,MIMAT0000456
hsa-mir-186	hg38:chr1:71067682-71067703:-	84	16.459615	N	mature,MIMAT0000456
hsa-mir-186	hg38:chr1:71067682-71067704:-	3	0.587843	N	mature,MIMAT0000456
hsa-mir-186	hg38:chr1:71067683-71067703:-	26	5.094643	N	mature,MIMAT0000456
hsa-mir-186	hg38:chr1:71067684-71067703:-	1	0.195948	N	mature,MIMAT0000456
hsa-mir-187	hg38:chr18:35904834-35904857:-	3	0.587843	N	mature,MIMAT0000262
hsa-mir-187	hg38:chr18:35904835-35904857:-	68	13.324450	N	mature,MIMAT0000262
hsa-mir-187	hg38:chr18:35904836-35904857:-	5	0.979739	N	mature,MIMAT0000262
hsa-mir-187	hg38:chr18:35904836-35904858:-	1	0.195948	N	mature,MIMAT0000262
hsa-mir-187	hg38:chr18:35904872-35904893:-	1	0.195948	N	mature,MIMAT0004561
hsa-mir-188	hg38:chrX:50003517-50003539:+	1	0.195948	N	mature,MIMAT0000457
hsa-mir-188	hg38:chrX:50003555-50003576:+	1	0.195948	N	mature,MIMAT0004613
hsa-mir-18a	hg38:chr13:91350756-91350776:+	6	1.175687	N	mature,MIMAT0000072
hsa-mir-18a	hg38:chr13:91350756-91350777:+	2	0.391896	N	mature,MIMAT0000072
hsa-mir-18a	hg38:chr13:91350756-91350778:+	8	1.567582	N	mature,MIMAT0000072
hsa-mir-18a	hg38:chr13:91350756-91350779:+	15	2.939217	N	mature,MIMAT0000072
hsa-mir-18a	hg38:chr13:91350797-91350817:+	1	0.195948	N	mature,MIMAT0002891
hsa-mir-18a	hg38:chr13:91350797-91350818:+	2	0.391896	N	mature,MIMAT0002891
hsa-mir-18a	hg38:chr13:91350797-91350819:+	1	0.195948	N	mature,MIMAT0002891
hsa-mir-18b	hg38:chrX:134170047-134170066:-	1	0.195948	N	mature,MIMAT0004751
hsa-mir-18b	hg38:chrX:134170085-134170107:-	1	0.195948	N	mature,MIMAT0001412
hsa-mir-18b	hg38:chrX:134170087-134170107:-	1	0.195948	N	mature,MIMAT0001412
hsa-mir-1908	hg38:chr11:61815209-61815230:-	1	0.195948	N	mature,MIMAT0007881
hsa-mir-190a	hg38:chr15:62823971-62823991:+	2	0.391896	N	mature,MIMAT0000458
hsa-mir-190a	hg38:chr15:62823971-62823992:+	102	19.986676	N	mature,MIMAT0000458
hsa-mir-190a	hg38:chr15:62823971-62823993:+	18	3.527060	N	mature,MIMAT0000458
